query_asin,query_title,category,result_asin,result_title,relevant
B0CMM89Y6Z,Liphisy 64” Tripod for Cell Phone & Camera with Remote and P,phone stand,B0DXFFY4YV,"71” Phone Tripod & Selfie Stick, Portable All in One Extenda",1
B0CMM89Y6Z,Liphisy 64” Tripod for Cell Phone & Camera with Remote and P,phone stand,B09TQY66NH,"SENSYNE 62"" Phone Tripod, Extendable Selfie Stick with Wirel",1
B0CMM89Y6Z,Liphisy 64” Tripod for Cell Phone & Camera with Remote and P,phone stand,B0FB349R8G,"VIMOSE 66"" Phone Tripod, Tripod for iPhone with Remote & Pho",1
B0CMM89Y6Z,Liphisy 64” Tripod for Cell Phone & Camera with Remote and P,phone stand,B0C6LNFHTP,UBeesize 92’’ Cell Phone Tripod Stand with 16.5’’ Gooseneck ,1
B0CMM89Y6Z,Liphisy 64” Tripod for Cell Phone & Camera with Remote and P,phone stand,B0GLYVY43Y,"USKEYVISION 69"" Magnetic Tripod for iPhone with Magnetic Lig",1
B0FMB4ZY6F,"Belkin Qi2.2 25W Wireless Fast Charging Station, 3 in 1 iPho",portable charger,B0FMB7M8JB,Belkin Qi2.2 25W Wireless 3 in 1 Foldable Fast Charging Stat,1
B0FMB4ZY6F,"Belkin Qi2.2 25W Wireless Fast Charging Station, 3 in 1 iPho",portable charger,B0DL86NC5Z,"Belkin Qi2 15W Wireless Charging Station, 3 in 1 iPhone Char",1
B0FMB4ZY6F,"Belkin Qi2.2 25W Wireless Fast Charging Station, 3 in 1 iPho",portable charger,B0FBQZ5CYD,"Belkin Qi2 15W Wireless Fast Charging Station, 3 in 1 iPhone",1
B0FMB4ZY6F,"Belkin Qi2.2 25W Wireless Fast Charging Station, 3 in 1 iPho",portable charger,B0GGPBR4YP,MagSafe 25W Wireless Charger for Apple Magnetic Fast Chargin,1
B0FMB4ZY6F,"Belkin Qi2.2 25W Wireless Fast Charging Station, 3 in 1 iPho",portable charger,B0H9QF7FYV,3 in 1 Magnetic Wireless Charging Station Foldable Stand for,1
B0DY2SWV16,WHOOP 5.0/MG Activity Tracker - 12 Month Membership - Health,smartwatch,B0GRWVNYPN,"WHOOP 5.0/MG Navigator Band, Rugged Outdoor Performance Acce",1
B0DY2SWV16,WHOOP 5.0/MG Activity Tracker - 12 Month Membership - Health,smartwatch,B0DYJKTHYF,"Amazfit Bip 6 Smart Watch, 1.97"" AMOLED Display, GPS, iOS/An",1
B0DY2SWV16,WHOOP 5.0/MG Activity Tracker - 12 Month Membership - Health,smartwatch,B0CG6NBJ61,"Garmin vívoactive® 5, Health & Fitness GPS Smartwatch, 42mm,",1
B0DY2SWV16,WHOOP 5.0/MG Activity Tracker - 12 Month Membership - Health,smartwatch,B0CG6NR413,"Garmin vívoactive® 5, Health & Fitness GPS Smartwatch, 42mm,",1
B0DY2SWV16,WHOOP 5.0/MG Activity Tracker - 12 Month Membership - Health,smartwatch,B0CPLT23TZ,"Smart Watches for Men Android & iPhone, 1.8"" HD Alexa Built-",0
B0DY2SWV16,WHOOP 5.0/MG Activity Tracker - 12 Month Membership - Health,smartwatch,B0FSKL8NH1,"Smart Watch for Women, 1.85"" HD Smartwatch (Answer/Make Call",0
B0DY2SWV16,WHOOP 5.0/MG Activity Tracker - 12 Month Membership - Health,smartwatch,B0HDN4SV8F,"Smart Watch for Men Women, 1.83"" HD Touchscreen Fitness Trac",0
B0DY2SWV16,WHOOP 5.0/MG Activity Tracker - 12 Month Membership - Health,smartwatch,B0H94JPT4S,"Smart Watch for Women, Bluetooth Answer/Make Calls, 1.83""HD ",0
B0DY2SWV16,WHOOP 5.0/MG Activity Tracker - 12 Month Membership - Health,smartwatch,B0FWR4VJ87,"Smart Watch for Men Women (Answer/Make Call), 1.83"" HD Touch",0
B06XW1JQ1L,Reebok Club C 85 Tennis Shoes for Women - Casual Womens Snea,sneakers,B093WB7PZV,"Reebok Club C 85 Vintage Tennis Sneakers for Women, Casual W",1
B06XW1JQ1L,Reebok Club C 85 Tennis Shoes for Women - Casual Womens Snea,sneakers,B0G4XB3L4M,Reebok Womens Club C Double Revenge Platform Tennis Shoes fo,1
B06XW1JQ1L,Reebok Club C 85 Tennis Shoes for Women - Casual Womens Snea,sneakers,B000X1OOBW,Reebok Women's Freestyle Hi High Top Basketball Sneakers,1
B06XW1JQ1L,Reebok Club C 85 Tennis Shoes for Women - Casual Womens Snea,sneakers,B077ZNKJ3Z,"Reebok Royal BB4500 Hi2 High Top Shoes for Men, Athletic Men",0
B06XW1JQ1L,Reebok Club C 85 Tennis Shoes for Women - Casual Womens Snea,sneakers,B077ZF7B7R,"Reebok Royal BB4500 Hi2 High Top Shoes for Men, Athletic Men",0
B06XW1JQ1L,Reebok Club C 85 Tennis Shoes for Women - Casual Womens Snea,sneakers,B0F2G217VL,Running Shoes for Men Womens Tennis Gym Walking Slip On Spor,1
B0FWJFFRJH,Polarized Round Sunglasses for Women Men with UV Protection,sunglasses,B0GVN98BP7,Sunglasses-Womens Polarized Sunglasses for Women-with UV Pro,1
B0FWJFFRJH,Polarized Round Sunglasses for Women Men with UV Protection,sunglasses,B0BKGPYDSZ,JASPIN Rectangle Sunglasses for Women Men Y2k Sun Glasses UV,1
B0FWJFFRJH,Polarized Round Sunglasses for Women Men with UV Protection,sunglasses,B0DFYHDMT2,GUVIVI Retro Oval Sunglasses for Women 90s Cat Eye Shades UV,1
B0FWJFFRJH,Polarized Round Sunglasses for Women Men with UV Protection,sunglasses,B01BU1S5HC,Oakley Unstoppable OO9191 Rectangle Sunglasses for Women,0
B0FWJFFRJH,Polarized Round Sunglasses for Women Men with UV Protection,sunglasses,B0C7KYKTL5,Square Polarized Sunglasses for Men and Women Lightweight Fr,1
B0FWJFFRJH,Polarized Round Sunglasses for Women Men with UV Protection,sunglasses,B0F5GQQKG7,Sunglasses-women Polarized Sunglasses-womens: Trendy Sun Gla,1
B0FWJFFRJH,Polarized Round Sunglasses for Women Men with UV Protection,sunglasses,B0F28L2J8G,"Polarized Sports Sunglasses for Men Women, UV400 Protection ",1
B0FWJFFRJH,Polarized Round Sunglasses for Women Men with UV Protection,sunglasses,B0F9L7N1FY,Sunglasses-Men Polarized Mens Sunglasses: Classic Women Sun ,1
B07NHW8Z3N,Kingsted Mens T-Shirts - Super Soft & Comfy Cotton Blend Cla,t-shirt,B0G4RRS5BP,COOFANDY Men's Polo Shirts Short Sleeve Cotton Pique Casual ,0
B07NHW8Z3N,Kingsted Mens T-Shirts - Super Soft & Comfy Cotton Blend Cla,t-shirt,B0H3KB5CDG,COOFANDY Men's T Shirts Long Sleeve Cotton Blend T-Shirts Cr,1
B07NHW8Z3N,Kingsted Mens T-Shirts - Super Soft & Comfy Cotton Blend Cla,t-shirt,B09B4ML4HZ,Mens T Shirts Soft Cotton Crew Neck Athletic Fit Casual Tees,1
B07NHW8Z3N,Kingsted Mens T-Shirts - Super Soft & Comfy Cotton Blend Cla,t-shirt,B0H5QW4HQS,COOFANDY Mens Long Sleeve Tee Shirts Cotton Casual Basic T‑S,1
B07NHW8Z3N,Kingsted Mens T-Shirts - Super Soft & Comfy Cotton Blend Cla,t-shirt,B0CXJHCVHZ,"BJY Cotton Basic T Shirts for Women,Crew Neck Short Sleeve S",0
B07NHW8Z3N,Kingsted Mens T-Shirts - Super Soft & Comfy Cotton Blend Cla,t-shirt,B0BVFLK3YV,Trendy Queen Womens Short Sleeve T Shirt Buttery Soft Summer,0
B07NHW8Z3N,Kingsted Mens T-Shirts - Super Soft & Comfy Cotton Blend Cla,t-shirt,B0C1Z64LJR,Men's Cotton T-Shirts Oversized Unisex Short Sleeves Casual ,1
B07NHW8Z3N,Kingsted Mens T-Shirts - Super Soft & Comfy Cotton Blend Cla,t-shirt,B0GL2Q9SXV,"Men's Crew Neck T-Shirt, Regular Fit, 200 GSM Cotton Blend",1
B07NHW8Z3N,Kingsted Mens T-Shirts - Super Soft & Comfy Cotton Blend Cla,t-shirt,B0H7J63KND,COOFANDY Mens Long Sleeve T Shirt Cotton Blend Casual Tee Sh,1
B0C2HGLLM5,"ABOTOCUP 32oz Insulated Water Bottle Keep Cold 24h&Hot 12h, ",water bottle,B0FHPRCD75,"40oz Water Bottles Insulated with Straw,Leak Proof Water Bot",1
B0C2HGLLM5,"ABOTOCUP 32oz Insulated Water Bottle Keep Cold 24h&Hot 12h, ",water bottle,B0D2W136D1,"Fijinhom Insulated Water Bottle with Handle, 304 Stainless S",1
B0C2HGLLM5,"ABOTOCUP 32oz Insulated Water Bottle Keep Cold 24h&Hot 12h, ",water bottle,B0GT6RLPMF,"Insulated Stainless Steel Water Bottle, Leakproof, 32oz, Pat",1
B0C2HGLLM5,"ABOTOCUP 32oz Insulated Water Bottle Keep Cold 24h&Hot 12h, ",water bottle,B0DG36YPZM,Hydro Flask Water Bottle - Insulated Stainless Steel - Non S,1
B0C2HGLLM5,"ABOTOCUP 32oz Insulated Water Bottle Keep Cold 24h&Hot 12h, ",water bottle,B0BZRZGJDL,"40 oz Insulated Water Bottle with Straw, Stainless Steel Spo",1
B0C2HGLLM5,"ABOTOCUP 32oz Insulated Water Bottle Keep Cold 24h&Hot 12h, ",water bottle,B0CDL2V8KX,"Navigate 32oz Insulated Water Bottle for Sports, Keep Cold 2",1
B0C2HGLLM5,"ABOTOCUP 32oz Insulated Water Bottle Keep Cold 24h&Hot 12h, ",water bottle,B0DTP745KH,24 oz Insulated Water Bottle for Sports: Meoky Stainless Ste,1
B0DSPJPRXD,"EMEET C960 1080P Webcam with Microphone, 2 Mics, 90° FOV, Co",webcam HD,B07M6Y7355,"EMEET 1080P Webcam with Microphone, C960 Web Camera 2 Mics S",1
B0DSPJPRXD,"EMEET C960 1080P Webcam with Microphone, 2 Mics, 90° FOV, Co",webcam HD,B0CJHZ92P6,"EMEET C960 4K Webcam for PC, PDAF Auto Focus, Dual Omni Mics",1
B0DSPJPRXD,"EMEET C960 1080P Webcam with Microphone, 2 Mics, 90° FOV, Co",webcam HD,B0GK5WH85D,"1080P HD Webcam, USB Plug & Play Computer Camera, Auto Low-L",1
B0DSPJPRXD,"EMEET C960 1080P Webcam with Microphone, 2 Mics, 90° FOV, Co",webcam HD,B0GJD6PHTZ,Acer 1080p Webcam USB Plug and Play Webcam for PC with Noise,1
B0DSPJPRXD,"EMEET C960 1080P Webcam with Microphone, 2 Mics, 90° FOV, Co",webcam HD,B0GG3JNQGF,"Webcam for PC, HD 1080P USB Plug-and-Play Computer Web Camer",1
B0DSPJPRXD,"EMEET C960 1080P Webcam with Microphone, 2 Mics, 90° FOV, Co",webcam HD,B09DVGV7BH,Logitech C920e HD 1080p Mic Enabled Webcam Certified Zoom Mi,1
B0DSPJPRXD,"EMEET C960 1080P Webcam with Microphone, 2 Mics, 90° FOV, Co",webcam HD,B0G29MV7GK,"Webcam 1080P with Microphone & Privacy Cover for PC/Laptop, ",1
B0D2HJDH94,"Wireless Bluetooth 5.4 Earbuds, LED Power Display Headphones",wireless earbuds,B0H9LRGB3B,"Wireless Earbuds, Bluetooth 5.4 Ear Buds Bass Stereo, Headph",1
B0D2HJDH94,"Wireless Bluetooth 5.4 Earbuds, LED Power Display Headphones",wireless earbuds,B0H9LHWBDK,"Wireless Earbuds, 2026 Bluetooth 5.4 Headphones Bass Stereo ",1
B0D2HJDH94,"Wireless Bluetooth 5.4 Earbuds, LED Power Display Headphones",wireless earbuds,B0F4MZBZRH,"Wireless Earbuds, 2026 Bluetooth 5.4 Headphones Sport, 60Hrs",1
B0D2HJDH94,"Wireless Bluetooth 5.4 Earbuds, LED Power Display Headphones",wireless earbuds,B0FHWGB7FW,"Wireless Earbuds, Bluetooth 5.4 Headphones Bass Stereo/Clear",1
B0D2HJDH94,"Wireless Bluetooth 5.4 Earbuds, LED Power Display Headphones",wireless earbuds,B0FLJYT87N,"Hupoaf Wireless Earbuds Sport, NEW Bluetooth 5.4 Headphones ",1
B0D2HJDH94,"Wireless Bluetooth 5.4 Earbuds, LED Power Display Headphones",wireless earbuds,B0H8Y9LL1G,"Wireless Earbuds Bluetooth Headphones, 54H Playtime Stereo O",1
B0D2HJDH94,"Wireless Bluetooth 5.4 Earbuds, LED Power Display Headphones",wireless earbuds,B0H6ZWLNZ3,"Wireless Earbuds with Smart Touchscreen Case, Bluetooth 6.0 ",1
B000RVYMWE,"Yamaha GL1 Guitalele, Natural, Baritone",yamaha acoustic guitar,B001U0OWTO,"HOHNER 6 String Acoustic Guitar, Right Handed, Natural (HAG2",1
B000RVYMWE,"Yamaha GL1 Guitalele, Natural, Baritone",yamaha acoustic guitar,B0H12BW67D,"Pyle 36-Inch Beginner Classical Acoustic Guitar Kit, 3/4 Siz",1
B000RVYMWE,"Yamaha GL1 Guitalele, Natural, Baritone",yamaha acoustic guitar,B0B7NGBTKH,"Vangoa Classical Guitar 3/4 Inch Acoustic Classical Guitar, ",1
B000RVYMWE,"Yamaha GL1 Guitalele, Natural, Baritone",yamaha acoustic guitar,B0CSM2MJ55,"Fender FA-25N 3/4 Nylon String Acoustic Guitar, Beginner Gui",1
B000RVYMWE,"Yamaha GL1 Guitalele, Natural, Baritone",yamaha acoustic guitar,B0H4HT65QL,"Pyle 34-Inch Beginner Classical Guitar Kit, 1/2 Size Junior ",1
B000RVYMWE,"Yamaha GL1 Guitalele, Natural, Baritone",yamaha acoustic guitar,B00009J580,"Yamaha JR1 FG Junior 3/4 Size Acoustic Guitar, Natural",1
B000RVYMWE,"Yamaha GL1 Guitalele, Natural, Baritone",yamaha acoustic guitar,B004BXLVO6,"Pyle 30-Inch Beginner Acoustic Guitar Kit, 6-String Classica",1
B000RVYMWE,"Yamaha GL1 Guitalele, Natural, Baritone",yamaha acoustic guitar,B0DJPYN19Z,"Pyle Beginner Acoustic Guitar Kit, 1/4 Junior Size All Wood ",1
B000RVYMWE,"Yamaha GL1 Guitalele, Natural, Baritone",yamaha acoustic guitar,B0014D8GTY,YAMAHA / FS-530 Medium Yamaha Acoustic Guitar Strings [1set],0
B000RVYMWE,"Yamaha GL1 Guitalele, Natural, Baritone",yamaha acoustic guitar,B0CW6KY2ZK,"Pyle Beginner Acoustic Guitar Kit, 1/4 Junior Size All Wood ",1
